step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,Actual,Prediction,Score
1.1644895473431298,10.287610181091647,0.226747822806446,-0.1283295319811042,0.1131632675612484,0.330516816797228,-0.7330093101540142,-0.0992783787016165,-0.7006200331570434,3.188369328160666,1,0,0.0324210473614725
1.3884864902898806,1.6523279289641533,-0.0632303256734145,-0.1283295319811042,-0.0480432343231694,-0.0089898382649615,-0.7330093101540142,-0.0992783787016165,-0.7006200331570434,3.188369328160666,1,0,0.2002876711257356
-0.4874879068891582,-0.2200001441131671,-0.1261042668053402,-0.1283295319811042,-0.0528295425849879,-0.0524385120072332,1.3642391524193431,-0.0992783787016165,-0.7006200331570434,-0.3136399510457243,1,0,0.3516135604434577
-0.7021516438797946,-0.2792807613914552,-0.1280949468013376,-0.1283295319811042,-0.0550535085206331,-0.0575437722545663,1.3642391524193431,-0.0992783787016165,-0.7006200331570434,-0.3136399510457243,1,0,0.3442410356453461
0.4691657036125904,1.3852565549489984,-0.0721987485098316,-0.1283295319811042,-0.0550535085206331,-0.0575437722545663,-0.7330093101540142,-0.0992783787016165,-0.7006200331570434,3.188369328160666,1,0,0.2268707086217032
0.8891599716377484,-0.1237523741703335,-0.1228722068322615,-0.1283295319811042,-0.0196755472908038,-0.0173001013507721,1.3642391524193431,-0.0992783787016165,-0.7006200331570434,-0.3136399510457243,1,0,0.3361594384337708
0.6091637929543098,2.782722760844059,-0.0252709642039061,-0.1283295319811042,-0.0537062316909941,0.0086898773959515,1.3642391524193431,-0.0992783787016165,-0.7006200331570434,-0.3136399510457243,1,0,0.2340219101728827
0.945159207374436,-0.2520584856760194,-0.1271808058527397,-0.1283295319811042,-0.0550535085206331,-0.0575437722545663,1.3642391524193431,-0.0992783787016165,-0.7006200331570434,-0.3136399510457243,1,0,0.3468046337045704
0.837827338879118,0.1379271532262037,-0.114084845558594,-0.1283295319811042,-0.0550535085206331,-0.0575437722545663,1.3642391524193431,-0.0992783787016165,-0.7006200331570434,-0.3136399510457243,1,0,0.3371267975105972
-1.3741424727200473,1.3138419765434044,-0.0745968944668351,-0.1283295319811042,-0.0523594338550554,-0.0202952354268131,1.3642391524193431,-0.0992783787016165,-0.7006200331570434,-0.3136399510457243,1,0,0.2615978697539542
